Image_id,Defect,DT1_MP,DT2_TP,DT3_OOB
20260215_211148_141537_combined.jpg,1,1,0,0
20260215_214004_141547_combined.jpg,1,1,0,0
20260217_141902_001400_combined.jpg,1,1,0,0
20260217_141917_001410_combined.jpg,1,1,0,0
20260217_141932_001420_combined.jpg,1,1,0,0
20260217_141947_001430_combined.jpg,1,1,0,0
20260217_142002_001440_combined.jpg,1,1,0,0
20260217_142017_001450_combined.jpg,1,1,0,0
20260217_142032_001460_combined.jpg,1,1,0,0
20260217_142047_001470_combined.jpg,1,1,0,0
20260217_142102_001480_combined.jpg,1,1,0,0
20260217_142117_001490_combined.jpg,1,1,0,0
20260217_142132_001500_combined.jpg,1,1,0,0
20260217_142147_001510_combined.jpg,1,1,0,0
20260217_142202_001520_combined.jpg,1,1,0,0
20260217_142217_001530_combined.jpg,1,1,0,0
20260217_142232_001540_combined.jpg,1,1,0,0
20260217_142247_001550_combined.jpg,1,1,0,0
20260217_142302_001560_combined.jpg,1,1,0,0
20260217_142317_001570_combined.jpg,1,1,0,0
20260217_142332_001580_combined.jpg,1,1,0,0
20260217_142347_001590_combined.jpg,1,1,0,0
20260217_142402_001600_combined.jpg,1,1,0,0
20260217_142417_001610_combined.jpg,1,1,0,0
20260217_142432_001620_combined.jpg,1,1,0,0
20260217_144400_001740_combined.jpg,1,0,1,1
20260217_144415_001750_combined.jpg,1,0,1,1
20260217_144427_001760_combined.jpg,1,0,1,1
20260217_144439_001770_combined.jpg,1,0,1,1
20260217_144451_001780_combined.jpg,1,0,1,1
20260217_144503_001790_combined.jpg,1,0,1,1
20260217_144515_001800_combined.jpg,1,0,1,1
20260217_144527_001810_combined.jpg,1,0,1,1
20260217_144539_001820_combined.jpg,1,0,1,1
20260217_144551_001830_combined.jpg,1,0,1,1
20260217_144603_001840_combined.jpg,1,0,1,1
20260217_144615_001850_combined.jpg,1,0,1,1
20260217_144627_001860_combined.jpg,1,0,1,1
20260217_144639_001870_combined.jpg,1,0,1,1
20260217_144651_001880_combined.jpg,1,0,1,1
20260217_144703_001890_combined.jpg,1,0,1,1
20260217_144715_001900_combined.jpg,1,0,1,1
20260217_144727_001910_combined.jpg,1,0,1,1
20260217_144739_001920_combined.jpg,1,0,1,1
20260217_144751_001930_combined.jpg,1,0,1,1
20260217_144803_001940_combined.jpg,1,0,1,1
20260217_144815_001950_combined.jpg,1,0,1,1
20260217_144827_001960_combined.jpg,1,0,1,1
20260217_144839_001970_combined.jpg,1,0,1,1
20260217_144851_001980_combined.jpg,1,0,1,1
20260217_144903_001990_combined.jpg,1,0,1,1
20260217_144915_002000_combined.jpg,1,0,1,1
20260217_144927_002010_combined.jpg,1,0,1,1
20260217_144939_002020_combined.jpg,1,0,1,1
20260217_144951_002030_combined.jpg,1,0,1,1
20260217_145003_002040_combined.jpg,1,0,1,1
20260217_145015_002050_combined.jpg,1,0,1,1
20260217_145029_002060_combined.jpg,1,0,1,1
